channel names:							
022_290_232_50 1 - Brücke (V/V) - R0__PXI1Slot2_ai0	022_290_232_50 1 - Brücke (V/V) - R1__PXI1Slot2_ai1	022_290_232_50 1 - Brücke (V/V) - R2__PXI1Slot2_ai2	022_290_232_50 1 - Brücke (V/V) - R3__PXI1Slot2_ai3	022_290_232_50 1 - Brücke (V/V) - R4__PXI1Slot2_ai4	022_290_232_50 1 - Brücke (V/V) - R5__PXI1Slot2_ai5	022_290_232_50 1 - Brücke (V/V) - R6__PXI1Slot2_ai6	022_290_232_50 1 - Brücke (V/V) - R7__PXI1Slot2_ai7
start times:							
23.05.2024 15:08:58,501185	23.05.2024 15:08:58,501185	23.05.2024 15:08:58,501185	23.05.2024 15:08:58,501185	23.05.2024 15:08:58,501185	23.05.2024 15:08:58,501185	23.05.2024 15:08:58,501185	23.05.2024 15:08:58,501185
dt:							
0,020000							
data:							
2,635693E-1	-1,229342E-2	-7,656515E-1	1,717512E-1	-1,486362E+0	-4,866565E-1	-1,465464E-1	-1,446040E-1
2,635097E-1	-1,238879E-2	-7,656515E-1	1,716558E-1	-1,486541E+0	-4,867161E-1	-1,465106E-1	-1,445921E-1
2,636051E-1	-1,228150E-2	-7,656038E-1	1,717273E-1	-1,485432E+0	-4,866803E-1	-1,463676E-1	-1,446279E-1
2,636289E-1	-1,223382E-2	-7,657349E-1	1,718108E-1	-1,484193E+0	-4,866088E-1	-1,464510E-1	-1,445921E-1
2,636647E-1	-1,226958E-2	-7,656872E-1	1,719896E-1	-1,481952E+0	-4,865611E-1	-1,462722E-1	-1,446875E-1
2,636766E-1	-1,213845E-2	-7,655561E-1	1,720134E-1	-1,479567E+0	-4,865492E-1	-1,461649E-1	-1,446159E-1
2,636409E-1	-1,211461E-2	-7,654369E-1	1,720253E-1	-1,478280E+0	-4,865015E-1	-1,458907E-1	-1,445563E-1
2,637720E-1	-1,217421E-2	-7,653535E-1	1,720373E-1	-1,478018E+0	-4,865254E-1	-1,459861E-1	-1,444491E-1
2,638316E-1	-1,220998E-2	-7,654846E-1	1,720611E-1	-1,478065E+0	-4,865492E-1	-1,460099E-1	-1,444967E-1
2,637481E-1	-1,236495E-2	-7,654727E-1	1,720730E-1	-1,478626E+0	-4,865730E-1	-1,459623E-1	-1,445444E-1
2,635932E-1	-1,240071E-2	-7,654250E-1	1,719300E-1	-1,478697E+0	-4,866446E-1	-1,461530E-1	-1,445444E-1
2,635813E-1	-1,237687E-2	-7,655800E-1	1,720134E-1	-1,479126E+0	-4,867280E-1	-1,462960E-1	-1,446159E-1
2,635813E-1	-1,232919E-2	-7,655323E-1	1,720611E-1	-1,479806E+0	-4,867280E-1	-1,462364E-1	-1,446398E-1
2,636647E-1	-1,230534E-2	-7,655800E-1	1,720611E-1	-1,481522E+0	-4,867995E-1	-1,462841E-1	-1,445921E-1
2,636766E-1	-1,238879E-2	-7,655680E-1	1,720611E-1	-1,482655E+0	-4,868115E-1	-1,463795E-1	-1,446756E-1
2,635574E-1	-1,241263E-2	-7,655561E-1	1,720134E-1	-1,482071E+0	-4,867638E-1	-1,463557E-1	-1,446040E-1
2,635574E-1	-1,241263E-2	-7,654250E-1	1,720492E-1	-1,480354E+0	-4,866446E-1	-1,463080E-1	-1,445921E-1
2,636647E-1	-1,222190E-2	-7,652223E-1	1,721922E-1	-1,478697E+0	-4,864538E-1	-1,460219E-1	-1,445683E-1
2,636528E-1	-1,218613E-2	-7,651746E-1	1,723114E-1	-1,477624E+0	-4,863585E-1	-1,457477E-1	-1,443298E-1
2,637243E-1	-1,222190E-2	-7,651389E-1	1,721803E-1	-1,478697E+0	-4,863585E-1	-1,460576E-1	-1,443298E-1
2,636647E-1	-1,242455E-2	-7,653177E-1	1,719657E-1	-1,480998E+0	-4,865015E-1	-1,463557E-1	-1,444848E-1
2,635574E-1	-1,243647E-2	-7,656396E-1	1,720015E-1	-1,483561E+0	-4,866207E-1	-1,464987E-1	-1,446517E-1
2,634501E-1	-1,246032E-2	-7,656157E-1	1,720134E-1	-1,484741E+0	-4,866684E-1	-1,466298E-1	-1,447352E-1
2,636051E-1	-1,229342E-2	-7,654369E-1	1,720015E-1	-1,483752E+0	-4,865850E-1	-1,466179E-1	-1,446636E-1
2,638316E-1	-1,220998E-2	-7,654011E-1	1,721326E-1	-1,482047E+0	-4,865492E-1	-1,464629E-1	-1,444491E-1
2,638674E-1	-1,229342E-2	-7,653058E-1	1,722161E-1	-1,481105E+0	-4,864896E-1	-1,462603E-1	-1,442345E-1
2,637362E-1	-1,223382E-2	-7,652938E-1	1,722161E-1	-1,481761E+0	-4,865134E-1	-1,464272E-1	-1,444014E-1
2,636289E-1	-1,229342E-2	-7,654727E-1	1,719777E-1	-1,483871E+0	-4,866207E-1	-1,467490E-1	-1,444729E-1
2,636051E-1	-1,235303E-2	-7,656515E-1	1,719061E-1	-1,486338E+0	-4,866922E-1	-1,468563E-1	-1,446040E-1
2,636528E-1	-1,241263E-2	-7,656872E-1	1,719300E-1	-1,487876E+0	-4,867995E-1	-1,469040E-1	-1,446994E-1
2,636051E-1	-1,225766E-2	-7,655919E-1	1,720373E-1	-1,487876E+0	-4,867519E-1	-1,469517E-1	-1,446398E-1
2,637124E-1	-1,219805E-2	-7,652819E-1	1,721445E-1	-1,485301E+0	-4,866326E-1	-1,466656E-1	-1,445087E-1
2,637601E-1	-1,213845E-2	-7,651508E-1	1,722041E-1	-1,482357E+0	-4,865850E-1	-1,464749E-1	-1,443179E-1
2,637839E-1	-1,217421E-2	-7,651508E-1	1,723472E-1	-1,480247E+0	-4,865492E-1	-1,463795E-1	-1,442106E-1
2,638077E-1	-1,212653E-2	-7,651031E-1	1,724187E-1	-1,479782E+0	-4,864419E-1	-1,465225E-1	-1,443537E-1
2,638435E-1	-1,211461E-2	-7,651270E-1	1,723830E-1	-1,481022E+0	-4,865492E-1	-1,464629E-1	-1,444848E-1
2,637601E-1	-1,220998E-2	-7,652938E-1	1,722041E-1	-1,482905E+0	-4,866803E-1	-1,465822E-1	-1,445087E-1
2,636289E-1	-1,237687E-2	-7,654607E-1	1,721922E-1	-1,484860E+0	-4,866922E-1	-1,468563E-1	-1,445563E-1
2,637005E-1	-1,243647E-2	-7,655680E-1	1,720969E-1	-1,485325E+0	-4,867519E-1	-1,468086E-1	-1,446994E-1
2,635336E-1	-1,253184E-2	-7,654607E-1	1,722280E-1	-1,484360E+0	-4,867519E-1	-1,468086E-1	-1,446398E-1
2,635216E-1	-1,235303E-2	-7,654488E-1	1,721684E-1	-1,483060E+0	-4,866684E-1	-1,467490E-1	-1,446159E-1
2,637124E-1	-1,229342E-2	-7,655203E-1	1,721565E-1	-1,483334E+0	-4,867638E-1	-1,466179E-1	-1,446398E-1
2,637958E-1	-1,238879E-2	-7,656038E-1	1,721207E-1	-1,483966E+0	-4,866803E-1	-1,465822E-1	-1,446636E-1
2,636885E-1	-1,235303E-2	-7,655323E-1	1,723353E-1	-1,482679E+0	-4,866446E-1	-1,465583E-1	-1,445325E-1
2,636885E-1	-1,241263E-2	-7,652938E-1	1,724068E-1	-1,480223E+0	-4,866922E-1	-1,465583E-1	-1,444729E-1
2,637601E-1	-1,240071E-2	-7,652819E-1	1,725260E-1	-1,478483E+0	-4,866446E-1	-1,464868E-1	-1,444967E-1
2,637601E-1	-1,243647E-2	-7,652819E-1	1,726691E-1	-1,478244E+0	-4,866446E-1	-1,463914E-1	-1,444729E-1
2,638554E-1	-1,243647E-2	-7,651866E-1	1,725737E-1	-1,478328E+0	-4,866803E-1	-1,465225E-1	-1,445206E-1
2,638316E-1	-1,246032E-2	-7,652938E-1	1,726214E-1	-1,478089E+0	-4,867638E-1	-1,465822E-1	-1,444133E-1
2,637601E-1	-1,247224E-2	-7,653773E-1	1,726691E-1	-1,477314E+0	-4,868472E-1	-1,464987E-1	-1,444491E-1
2,637601E-1	-1,248416E-2	-7,652700E-1	1,726214E-1	-1,474882E+0	-4,868711E-1	-1,467252E-1	-1,443298E-1
2,638435E-1	-1,248416E-2	-7,651627E-1	1,727525E-1	-1,472033E+0	-4,867757E-1	-1,465583E-1	-1,440914E-1
2,638554E-1	-1,222190E-2	-7,650197E-1	1,728360E-1	-1,470019E+0	-4,867757E-1	-1,462245E-1	-1,441153E-1
2,638435E-1	-1,231726E-2	-7,649958E-1	1,729790E-1	-1,469077E+0	-4,867161E-1	-1,461530E-1	-1,440557E-1
2,639150E-1	-1,230534E-2	-7,650435E-1	1,731221E-1	-1,468254E+0	-4,867280E-1	-1,463080E-1	-1,440318E-1
2,639150E-1	-1,229342E-2	-7,650793E-1	1,730744E-1	-1,467623E+0	-4,867995E-1	-1,462960E-1	-1,439603E-1
2,638793E-1	-1,229342E-2	-7,650912E-1	1,730148E-1	-1,467706E+0	-4,868115E-1	-1,464033E-1	-1,439841E-1
2,638435E-1	-1,226958E-2	-7,651866E-1	1,730982E-1	-1,468695E+0	-4,868949E-1	-1,464391E-1	-1,440914E-1
2,637601E-1	-1,235303E-2	-7,652104E-1	1,728479E-1	-1,469733E+0	-4,869545E-1	-1,466298E-1	-1,441868E-1
2,637958E-1	-1,249608E-2	-7,652581E-1	1,728002E-1	-1,470245E+0	-4,869903E-1	-1,468086E-1	-1,441749E-1
2,637243E-1	-1,250800E-2	-7,652104E-1	1,729552E-1	-1,470317E+0	-4,869903E-1	-1,468802E-1	-1,442226E-1
2,636289E-1	-1,240071E-2	-7,651389E-1	1,729790E-1	-1,469172E+0	-4,868830E-1	-1,464868E-1	-1,441510E-1
2,638674E-1	-1,235303E-2	-7,649720E-1	1,730386E-1	-1,467623E+0	-4,867757E-1	-1,463557E-1	-1,440199E-1
2,639508E-1	-1,224574E-2	-7,648647E-1	1,730386E-1	-1,466776E+0	-4,866565E-1	-1,461292E-1	-1,441153E-1
2,638316E-1	-1,219805E-2	-7,649243E-1	1,731101E-1	-1,467587E+0	-4,866803E-1	-1,462364E-1	-1,442583E-1
2,637958E-1	-1,230534E-2	-7,650912E-1	1,730982E-1	-1,469077E+0	-4,867995E-1	-1,465106E-1	-1,443656E-1
2,636766E-1	-1,235303E-2	-7,650912E-1	1,730982E-1	-1,471235E+0	-4,869187E-1	-1,466179E-1	-1,442941E-1
2,637124E-1	-1,237687E-2	-7,652700E-1	1,731459E-1	-1,472856E+0	-4,868115E-1	-1,467967E-1	-1,441153E-1
2,637958E-1	-1,246032E-2	-7,653058E-1	1,731221E-1	-1,473190E+0	-4,868472E-1	-1,467371E-1	-1,441510E-1
2,638554E-1	-1,235303E-2	-7,652342E-1	1,731936E-1	-1,473380E+0	-4,868472E-1	-1,468683E-1	-1,441630E-1
2,637601E-1	-1,242455E-2	-7,652223E-1	1,731578E-1	-1,474322E+0	-4,868234E-1	-1,469279E-1	-1,442464E-1
2,636289E-1	-1,237687E-2	-7,652462E-1	1,730148E-1	-1,475335E+0	-4,868234E-1	-1,468802E-1	-1,442464E-1
2,637005E-1	-1,230534E-2	-7,653892E-1	1,729552E-1	-1,476122E+0	-4,869068E-1	-1,468563E-1	-1,442702E-1
2,636409E-1	-1,237687E-2	-7,654250E-1	1,728479E-1	-1,476289E+0	-4,868949E-1	-1,469398E-1	-1,442822E-1
2,637720E-1	-1,231726E-2	-7,652581E-1	1,729075E-1	-1,476063E+0	-4,867399E-1	-1,468086E-1	-1,441510E-1
2,637481E-1	-1,223382E-2	-7,651389E-1	1,729075E-1	-1,475490E+0	-4,866922E-1	-1,467848E-1	-1,441868E-1
2,637362E-1	-1,230534E-2	-7,651150E-1	1,728240E-1	-1,475109E+0	-4,867161E-1	-1,469040E-1	-1,441868E-1
2,637124E-1	-1,230534E-2	-7,650077E-1	1,729313E-1	-1,475133E+0	-4,866326E-1	-1,469279E-1	-1,441987E-1
2,637362E-1	-1,226958E-2	-7,650912E-1	1,729432E-1	-1,475431E+0	-4,865373E-1	-1,468563E-1	-1,441391E-1
2,637958E-1	-1,225766E-2	-7,649720E-1	1,730744E-1	-1,474835E+0	-4,865730E-1	-1,466418E-1	-1,441033E-1
2,637601E-1	-1,207885E-2	-7,650435E-1	1,728836E-1	-1,474406E+0	-4,865134E-1	-1,466060E-1	-1,440795E-1
2,639031E-1	-1,213845E-2	-7,651389E-1	1,728121E-1	-1,476301E+0	-4,865611E-1	-1,469159E-1	-1,440676E-1
2,637362E-1	-1,225766E-2	-7,653892E-1	1,726095E-1	-1,478983E+0	-4,866088E-1	-1,472140E-1	-1,443298E-1
2,635813E-1	-1,243647E-2	-7,655800E-1	1,725260E-1	-1,481332E+0	-4,867638E-1	-1,473212E-1	-1,443895E-1
2,636051E-1	-1,254376E-2	-7,656396E-1	1,726691E-1	-1,482989E+0	-4,868472E-1	-1,475001E-1	-1,444133E-1
2,637005E-1	-1,246032E-2	-7,656992E-1	1,726333E-1	-1,483358E+0	-4,867995E-1	-1,474881E-1	-1,443895E-1
2,637601E-1	-1,236495E-2	-7,655084E-1	1,725737E-1	-1,482011E+0	-4,865730E-1	-1,473212E-1	-1,443060E-1
2,638077E-1	-1,226958E-2	-7,652581E-1	1,727167E-1	-1,479555E+0	-4,864419E-1	-1,471186E-1	-1,442583E-1
2,637839E-1	-1,213845E-2	-7,652223E-1	1,728598E-1	-1,478101E+0	-4,864896E-1	-1,468683E-1	-1,443179E-1
2,637362E-1	-1,206692E-2	-7,652223E-1	1,727525E-1	-1,478316E+0	-4,864777E-1	-1,469636E-1	-1,442822E-1
2,638316E-1	-1,234111E-2	-7,653058E-1	1,726691E-1	-1,480855E+0	-4,865015E-1	-1,469875E-1	-1,443298E-1
2,637481E-1	-1,238879E-2	-7,655323E-1	1,724783E-1	-1,484419E+0	-4,866684E-1	-1,471424E-1	-1,444967E-1
2,635455E-1	-1,235303E-2	-7,656992E-1	1,722280E-1	-1,487280E+0	-4,867995E-1	-1,475954E-1	-1,446875E-1
2,635097E-1	-1,234111E-2	-7,656872E-1	1,722399E-1	-1,487900E+0	-4,866803E-1	-1,475120E-1	-1,447352E-1
2,635574E-1	-1,228150E-2	-7,656396E-1	1,723830E-1	-1,485850E+0	-4,864419E-1	-1,474166E-1	-1,445921E-1
2,635455E-1	-1,216229E-2	-7,652462E-1	1,725499E-1	-1,483275E+0	-4,864419E-1	-1,471305E-1	-1,444729E-1
2,638197E-1	-1,204308E-2	-7,651389E-1	1,726214E-1	-1,482321E+0	-4,863227E-1	-1,469279E-1	-1,442464E-1
2,638554E-1	-1,215037E-2	-7,652104E-1	1,725379E-1	-1,484085E+0	-4,863346E-1	-1,469517E-1	-1,442345E-1
2,635693E-1	-1,229342E-2	-7,655919E-1	1,722995E-1	-1,487638E+0	-4,864300E-1	-1,472616E-1	-1,446159E-1
2,634263E-1	-1,240071E-2	-7,659257E-1	1,720969E-1	-1,491858E+0	-4,867042E-1	-1,477981E-1	-1,448305E-1
2,633428E-1	-1,257952E-2	-7,659853E-1	1,720492E-1	-1,494719E+0	-4,867519E-1	-1,480484E-1	-1,449617E-1
2,634263E-1	-1,246032E-2	-7,658899E-1	1,720730E-1	-1,493765E+0	-4,866565E-1	-1,478696E-1	-1,447948E-1
2,636885E-1	-1,218613E-2	-7,655084E-1	1,723949E-1	-1,488782E+0	-4,864061E-1	-1,475358E-1	-1,445563E-1
2,638912E-1	-1,206692E-2	-7,652581E-1	1,725975E-1	-1,482607E+0	-4,862273E-1	-1,470590E-1	-1,442226E-1
2,638912E-1	-1,206692E-2	-7,651150E-1	1,727287E-1	-1,478852E+0	-4,860366E-1	-1,467967E-1	-1,441510E-1
2,637124E-1	-1,217421E-2	-7,651866E-1	1,727406E-1	-1,479543E+0	-4,861439E-1	-1,469994E-1	-1,443418E-1
2,636289E-1	-1,229342E-2	-7,654488E-1	1,725260E-1	-1,483787E+0	-4,864896E-1	-1,474405E-1	-1,445563E-1
2,634740E-1	-1,248416E-2	-7,657230E-1	1,722995E-1	-1,488746E+0	-4,865969E-1	-1,478935E-1	-1,446994E-1
2,634620E-1	-1,262721E-2	-7,659018E-1	1,720611E-1	-1,490475E+0	-4,867638E-1	-1,481676E-1	-1,448305E-1
2,635455E-1	-1,249608E-2	-7,659137E-1	1,721565E-1	-1,488425E+0	-4,868234E-1	-1,479650E-1	-1,448663E-1
2,634620E-1	-1,240071E-2	-7,656872E-1	1,723830E-1	-1,483918E+0	-4,865254E-1	-1,475597E-1	-1,446994E-1
2,635932E-1	-1,219805E-2	-7,654131E-1	1,725141E-1	-1,479770E+0	-4,864419E-1	-1,471424E-1	-1,444371E-1
2,638077E-1	-1,201924E-2	-7,653296E-1	1,725975E-1	-1,478804E+0	-4,863227E-1	-1,472020E-1	-1,442702E-1
2,637958E-1	-1,222190E-2	-7,654846E-1	1,725022E-1	-1,482106E+0	-4,865254E-1	-1,474405E-1	-1,444967E-1
2,635932E-1	-1,236495E-2	-7,659614E-1	1,722876E-1	-1,487995E+0	-4,868591E-1	-1,479173E-1	-1,447709E-1
2,633190E-1	-1,247224E-2	-7,663310E-1	1,720492E-1	-1,492716E+0	-4,870499E-1	-1,484537E-1	-1,450570E-1
2,632475E-1	-1,241263E-2	-7,662833E-1	1,720015E-1	-1,493729E+0	-4,869545E-1	-1,483464E-1	-1,450570E-1
2,634740E-1	-1,222190E-2	-7,659018E-1	1,721565E-1	-1,490332E+0	-4,867757E-1	-1,480007E-1	-1,448663E-1
2,637720E-1	-1,211461E-2	-7,656276E-1	1,724783E-1	-1,485575E+0	-4,864658E-1	-1,474285E-1	-1,445683E-1
2,637720E-1	-1,209077E-2	-7,655323E-1	1,726333E-1	-1,484121E+0	-4,863704E-1	-1,471782E-1	-1,443895E-1
2,638077E-1	-1,205500E-2	-7,654011E-1	1,724545E-1	-1,485862E+0	-4,863227E-1	-1,471067E-1	-1,443895E-1
2,636170E-1	-1,218613E-2	-7,657230E-1	1,722876E-1	-1,488854E+0	-4,864658E-1	-1,475001E-1	-1,446279E-1
2,635097E-1	-1,229342E-2	-7,658541E-1	1,723114E-1	-1,491154E+0	-4,865850E-1	-1,477504E-1	-1,449259E-1
2,634144E-1	-1,217421E-2	-7,657468E-1	1,722518E-1	-1,492466E+0	-4,864896E-1	-1,479411E-1	-1,448663E-1
2,635574E-1	-1,225766E-2	-7,658064E-1	1,722041E-1	-1,492943E+0	-4,865969E-1	-1,478815E-1	-1,448186E-1
2,635932E-1	-1,220998E-2	-7,657707E-1	1,723710E-1	-1,491739E+0	-4,864658E-1	-1,478458E-1	-1,447590E-1
2,635574E-1	-1,215037E-2	-7,657468E-1	1,724783E-1	-1,489748E+0	-4,863704E-1	-1,474643E-1	-1,446517E-1
2,636528E-1	-1,222190E-2	-7,656634E-1	1,724783E-1	-1,488389E+0	-4,863823E-1	-1,474405E-1	-1,446517E-1
2,635813E-1	-1,218613E-2	-7,657588E-1	1,723353E-1	-1,489474E+0	-4,864896E-1	-1,474524E-1	-1,447948E-1
2,634620E-1	-1,228150E-2	-7,659614E-1	1,721684E-1	-1,492835E+0	-4,866207E-1	-1,477623E-1	-1,449736E-1
2,634740E-1	-1,228150E-2	-7,661045E-1	1,721326E-1	-1,494576E+0	-4,867995E-1	-1,481676E-1	-1,450570E-1
2,634620E-1	-1,236495E-2	-7,660806E-1	1,721922E-1	-1,493384E+0	-4,867638E-1	-1,481080E-1	-1,451047E-1
2,634263E-1	-1,229342E-2	-7,659733E-1	1,722876E-1	-1,491917E+0	-4,867161E-1	-1,480246E-1	-1,448186E-1
2,635336E-1	-1,220998E-2	-7,658541E-1	1,724187E-1	-1,491727E+0	-4,866207E-1	-1,478338E-1	-1,448544E-1
2,636051E-1	-1,220998E-2	-7,657826E-1	1,724664E-1	-1,491917E+0	-4,866803E-1	-1,478577E-1	-1,447352E-1
2,636170E-1	-1,219805E-2	-7,657349E-1	1,723353E-1	-1,491536E+0	-4,866207E-1	-1,477623E-1	-1,447232E-1
2,635455E-1	-1,216229E-2	-7,656396E-1	1,723830E-1	-1,490427E+0	-4,865134E-1	-1,477146E-1	-1,447590E-1
2,636051E-1	-1,225766E-2	-7,655680E-1	1,723234E-1	-1,490380E+0	-4,864658E-1	-1,475954E-1	-1,448067E-1
2,635336E-1	-1,231726E-2	-7,657945E-1	1,722161E-1	-1,491727E+0	-4,865373E-1	-1,477266E-1	-1,447590E-1
2,635097E-1	-1,216229E-2	-7,657588E-1	1,721922E-1	-1,493443E+0	-4,865015E-1	-1,479173E-1	-1,448067E-1
2,635455E-1	-1,217421E-2	-7,658541E-1	1,721445E-1	-1,493920E+0	-4,864658E-1	-1,478815E-1	-1,448424E-1
2,634740E-1	-1,230534E-2	-7,658303E-1	1,722161E-1	-1,494862E+0	-4,864658E-1	-1,478696E-1	-1,449497E-1
2,634263E-1	-1,220998E-2	-7,657826E-1	1,721803E-1	-1,496280E+0	-4,864300E-1	-1,479531E-1	-1,449259E-1
2,634740E-1	-1,215037E-2	-7,657230E-1	1,721803E-1	-1,497186E+0	-4,865015E-1	-1,478935E-1	-1,449974E-1
2,634978E-1	-1,220998E-2	-7,658303E-1	1,722518E-1	-1,497139E+0	-4,863704E-1	-1,480246E-1	-1,449259E-1
2,635813E-1	-1,217421E-2	-7,657707E-1	1,722399E-1	-1,496984E+0	-4,862512E-1	-1,478815E-1	-1,447113E-1
2,635097E-1	-1,230534E-2	-7,658064E-1	1,720969E-1	-1,498247E+0	-4,864419E-1	-1,479531E-1	-1,447709E-1
2,635455E-1	-1,231726E-2	-7,659495E-1	1,720373E-1	-1,501168E+0	-4,865134E-1	-1,480603E-1	-1,449974E-1
2,635216E-1	-1,229342E-2	-7,660926E-1	1,719061E-1	-1,503373E+0	-4,865134E-1	-1,483703E-1	-1,451524E-1
2,634382E-1	-1,230534E-2	-7,660449E-1	1,719657E-1	-1,503791E+0	-4,865015E-1	-1,483584E-1	-1,450689E-1
2,636051E-1	-1,220998E-2	-7,659018E-1	1,719180E-1	-1,503063E+0	-4,865373E-1	-1,480365E-1	-1,448901E-1
2,636885E-1	-1,213845E-2	-7,657230E-1	1,720373E-1	-1,501728E+0	-4,863227E-1	-1,478935E-1	-1,447471E-1
2,636051E-1	-1,199540E-2	-7,656038E-1	1,720373E-1	-1,499952E+0	-4,862869E-1	-1,478338E-1	-1,447828E-1
2,636528E-1	-1,200732E-2	-7,655680E-1	1,722995E-1	-1,498641E+0	-4,862035E-1	-1,478100E-1	-1,447828E-1
2,635455E-1	-1,213845E-2	-7,655442E-1	1,723591E-1	-1,499308E+0	-4,861677E-1	-1,478100E-1	-1,447232E-1
2,636051E-1	-1,217421E-2	-7,656753E-1	1,721684E-1	-1,501061E+0	-4,863346E-1	-1,481080E-1	-1,447352E-1
2,636528E-1	-1,218613E-2	-7,657826E-1	1,721684E-1	-1,501931E+0	-4,863585E-1	-1,483703E-1	-1,447232E-1
2,636528E-1	-1,215037E-2	-7,659853E-1	1,720969E-1	-1,500906E+0	-4,864300E-1	-1,484061E-1	-1,448901E-1
2,634382E-1	-1,230534E-2	-7,658780E-1	1,721803E-1	-1,499201E+0	-4,864777E-1	-1,482749E-1	-1,447948E-1
2,634263E-1	-1,226958E-2	-7,658541E-1	1,722280E-1	-1,497616E+0	-4,864300E-1	-1,482392E-1	-1,448067E-1
2,635216E-1	-1,222190E-2	-7,657707E-1	1,721922E-1	-1,496638E+0	-4,864419E-1	-1,481438E-1	-1,448186E-1
2,635932E-1	-1,226958E-2	-7,657349E-1	1,722399E-1	-1,496602E+0	-4,865015E-1	-1,483226E-1	-1,447709E-1
2,636051E-1	-1,223382E-2	-7,657111E-1	1,722041E-1	-1,495541E+0	-4,865373E-1	-1,483226E-1	-1,448186E-1
2,634978E-1	-1,224574E-2	-7,656634E-1	1,722518E-1	-1,494254E+0	-4,865850E-1	-1,485729E-1	-1,447828E-1
2,634382E-1	-1,236495E-2	-7,657826E-1	1,722518E-1	-1,494159E+0	-4,866088E-1	-1,485610E-1	-1,447948E-1
2,634859E-1	-1,228150E-2	-7,658184E-1	1,721326E-1	-1,494540E+0	-4,866684E-1	-1,486326E-1	-1,447232E-1
2,636647E-1	-1,230534E-2	-7,657230E-1	1,722638E-1	-1,494552E+0	-4,866326E-1	-1,485968E-1	-1,447352E-1
2,635932E-1	-1,220998E-2	-7,656634E-1	1,723949E-1	-1,493884E+0	-4,866088E-1	-1,483822E-1	-1,446040E-1
2,636766E-1	-1,224574E-2	-7,655323E-1	1,724545E-1	-1,493229E+0	-4,866088E-1	-1,482868E-1	-1,445206E-1
2,636766E-1	-1,216229E-2	-7,655561E-1	1,725856E-1	-1,493348E+0	-4,865730E-1	-1,481438E-1	-1,444371E-1
2,637124E-1	-1,220998E-2	-7,655680E-1	1,725499E-1	-1,494063E+0	-4,865730E-1	-1,482988E-1	-1,446279E-1
2,635932E-1	-1,217421E-2	-7,655203E-1	1,727406E-1	-1,495100E+0	-4,865373E-1	-1,482511E-1	-1,446398E-1
2,635455E-1	-1,216229E-2	-7,654488E-1	1,726095E-1	-1,495851E+0	-4,865611E-1	-1,482034E-1	-1,445563E-1
2,636409E-1	-1,209077E-2	-7,654846E-1	1,725856E-1	-1,496924E+0	-4,866326E-1	-1,483464E-1	-1,446040E-1
2,635336E-1	-1,204308E-2	-7,656276E-1	1,725975E-1	-1,498641E+0	-4,866684E-1	-1,485133E-1	-1,446994E-1
2,634501E-1	-1,207885E-2	-7,655919E-1	1,725260E-1	-1,499404E+0	-4,866207E-1	-1,484418E-1	-1,446636E-1
2,634740E-1	-1,204308E-2	-7,655561E-1	1,725499E-1	-1,499344E+0	-4,865134E-1	-1,482153E-1	-1,446279E-1
2,635455E-1	-1,210269E-2	-7,654846E-1	1,725499E-1	-1,499511E+0	-4,865373E-1	-1,483584E-1	-1,446159E-1
2,635336E-1	-1,199540E-2	-7,655561E-1	1,725499E-1	-1,499618E+0	-4,865134E-1	-1,484061E-1	-1,446636E-1
2,634978E-1	-1,209077E-2	-7,656634E-1	1,724545E-1	-1,499547E+0	-4,864777E-1	-1,483107E-1	-1,446994E-1
2,634263E-1	-1,209077E-2	-7,656872E-1	1,726333E-1	-1,500584E+0	-4,865254E-1	-1,483226E-1	-1,446517E-1
2,634144E-1	-1,210269E-2	-7,657826E-1	1,725975E-1	-1,502205E+0	-4,865492E-1	-1,483822E-1	-1,446875E-1
2,633786E-1	-1,206692E-2	-7,658661E-1	1,724545E-1	-1,503254E+0	-4,866446E-1	-1,485253E-1	-1,447352E-1
2,634620E-1	-1,207885E-2	-7,658541E-1	1,724783E-1	-1,503540E+0	-4,866803E-1	-1,486683E-1	-1,447828E-1
2,633667E-1	-1,218613E-2	-7,658780E-1	1,726214E-1	-1,503171E+0	-4,866207E-1	-1,485491E-1	-1,447113E-1
2,633309E-1	-1,207885E-2	-7,657707E-1	1,725141E-1	-1,502265E+0	-4,866446E-1	-1,485133E-1	-1,446159E-1
2,634978E-1	-1,211461E-2	-7,656753E-1	1,725618E-1	-1,501132E+0	-4,865373E-1	-1,483941E-1	-1,446040E-1
2,636528E-1	-1,204308E-2	-7,656753E-1	1,727167E-1	-1,499511E+0	-4,864300E-1	-1,483107E-1	-1,445921E-1
2,636647E-1	-1,192387E-2	-7,656276E-1	1,727406E-1	-1,498224E+0	-4,864300E-1	-1,481796E-1	-1,444967E-1
2,636409E-1	-1,207885E-2	-7,656157E-1	1,728121E-1	-1,497711E+0	-4,863823E-1	-1,481438E-1	-1,444967E-1
2,636051E-1	-1,201924E-2	-7,656753E-1	1,727764E-1	-1,498987E+0	-4,863823E-1	-1,483584E-1	-1,445325E-1
2,634978E-1	-1,212653E-2	-7,658422E-1	1,726452E-1	-1,500691E+0	-4,864658E-1	-1,484895E-1	-1,445921E-1
2,635216E-1	-1,215037E-2	-7,658899E-1	1,725379E-1	-1,501573E+0	-4,864658E-1	-1,485610E-1	-1,445921E-1
